1.2.47.5	aas	b2836	Z4154	ECs3693	
1.12.22.1	yafN	b0232	Z0293	ECs0259	
1.2.8.1	yafO	b0233	Z0294	ECs0260	
1.4.8.1	yafP	b0234	Z0295	ECs0261	
1.10.6.1	yafQ	b0225	Z0284	ECs0252	
1.12.4.1	yafS	b0213	Z0237	ECs0209	
1.6.20.1	yafT	b0217	Z0243		
1.8.20.1	yafU	b0218			
1.10.20.1	yafV	b0219	Z0276	ECs0246	
1.2.10.1	yafW	b0246			
1.6.10.1	yafX	b0248			
1.12.10.1	yafY	b0251			
1.2.26.1	yafZ	b0252			
1.8.28.1	yagA	b0267			
1.6.28.1	yagB	b0266			
1.8.12.1	yagD	b0261			
1.10.28.1	yagE	b0268			
1.12.28.1	yagF	b0269			
1.2.14.1	yagG	b0270			
1.4.14.1	yagH	b0271			
1.6.14.1	yagI	b0272			
1.2.30.1	yagJ	b0276			
1.4.30.1	yagK	b0277			
1.6.30.1	yagL	b0278			
1.8.30.1	yagM	b0279			
1.10.30.1	yagN	b0280			
1.2.16.1	yagP	b0282	Z0342	ECs0305	
1.4.16.1	yagQ	b0283	Z0349	ECs0313	
1.6.16.1	yagR	b0284	Z0350	ECs0314	
1.8.16.1	yagS	b0285	Z0351	ECs0315	
1.10.16.1	yagT	b0286	Z0352	ECs0316	
1.12.16.1	yagU	b0287	Z0353	ECs0317	
1.4.32.1	yagV	b0289	Z0356	ECs0319	
1.6.32.1	yagW	b0290	Z0357	ECs0320	
1.8.32.1	yagX	b0291	Z0358	ECs0321	
1.10.32.1	yagY	b0292	Z0359	ECs0322	
1.12.32.1	yagZ	b0293	Z0360	ECs0323	
1.9.20.1	yahA	b0315	Z0403	ECs0363	
1.11.20.1	yahB	b0316	Z0405	ECs0365	
1.1.6.1	yahC	b0317	Z0406	ECs0366	
1.3.6.1	yahD	b0318	Z0407	ECs0367	
1.5.6.1	yahE	b0319	Z0408	ECs0368	
1.7.6.1	yahF	b0320	Z0409	ECs0369	
1.9.6.1	yahG	b0321	Z0410	ECs0370	
1.11.6.1	yahH	b0322		ECs0371	
1.1.22.1	yahI	b0323	Z0412	ECs0372	
1.3.22.1	yahJ	b0324	Z0413	ECs0373	
1.5.22.1	yahK	b0325	Z0420	ECs0379	
1.7.22.1	yahL	b0326	Z0421	ECs0380	
1.9.22.1	yahM	b0327	Z0423	ECs0381	
1.11.22.1	yahN	b0328	Z0424	ECs0382	
1.1.8.1	yahO	b0329	Z0425	ECs0383	
1.3.33.1	yaiA	b0389	Z0485	ECs0439	
1.11.16.1	yaiB	b0382	Z0478	ECs0432	
1.5.32.1	yaiC	b0385	Z0481	ECs0435	
1.11.33.1	yaiD	b0393	Z0492	ECs0445	
1.7.33.1	yaiE	b0391	Z0487	ECs0441	
1.11.30.1	yaiH	b0376	Z0472	ECs0426	
1.9.32.1	yaiI	b0387	Z0483	ECs0436	
1.3.12.1	yaiL	b0354	Z0454	ECs0409	
1.5.12.1	yaiM	b0355	Z0455	ECs0410	
1.9.12.1	yaiN	b0357	Z0457	ECs0412	
1.11.12.1	yaiO	b0358			
1.9.28.1	yaiP	b0363			
1.11.28.1	yaiS	b0364			
1.1.30.1	yaiT	b0371			
1.7.30.1	yaiU	b0374	Z0469	ECs0424	
1.9.30.1	yaiV	b0375	Z0470	ECs0425	
1.3.16.1	yaiW	b0378	Z0474	ECs0428	
1.9.35.1	yajB	b0404	Z0503	ECs0455	
1.3.2.2	yajC	b0407	Z0506	ECs0458	
1.9.2.2	yajD	b0410	Z0511	ECs0463	
1.1.49.1	yajF	b0394	Z0493	ECs0444	
1.9.6.2	yajG	b0434	Z0537	ECs0488	
1.1.37.1	yajI	b0412	Z0513	ECs0465	
1.11.4.2	yajK	b0423	Z0526	ECs0477	
1.3.4.2	yajO	b0419	Z0522	ECs0473	
1.5.39.1	yajQ	b0426	Z0529	ECs0480	
1.7.39.1	yajR	b0427	Z0530	ECs0481	
1.3.10.2	ybaA	b0456	Z0568	ECs0509	
1.9.12.2	ybaB	b0471	Z0588	ECs0524	
1.7.47.1	ybaC	b0476	Z0593	ECs0529	
1.3.37.1	ybaD	b0413	Z0514	ECs0466	
1.7.8.2	ybaE	b0445	Z0552	ECs0499	
1.1.45.1	ybaJ	b0461	Z0574	ECs0514	
1.5.14.2	ybaK	b0481	Z0600	ECs0534	
1.11.47.1	ybaL	b0478	Z0597	ECs0531	
1.11.45.1	ybaM	b0466	Z0583	ECs0519	
1.3.12.2	ybaN	b0468	Z0585	ECs0521	
1.11.8.2	ybaO	b0447	Z0555	ECs0501	
1.7.14.2	ybaP	b0482	Z0601	ECs0535	
1.9.14.2	ybaQ	b0483	Z0602	ECs0536	
1.11.14.2	ybaR	b0484	Z0604	ECs0537	
1.4.33.1	ybaS	b0485	Z0606	ECs0538	
1.6.33.1	ybaT	b0486	Z0607	ECs0539	
1.11.41.1	ybaU	b0441	Z0548	ECs0495	
1.1.8.2	ybaV	b0442	Z0549	ECs0496	
1.3.8.2	ybaW	b0443	Z0550	ECs0497	
1.5.8.2	ybaX	b0444	Z0551	ECs0498	
1.11.43.1	ybaY	b0453	Z0565	ECs0507	
1.1.10.2	ybaZ	b0454	Z0566	ECs0508	
1.12.49.1	ybbA	b0495	Z0648	ECs0557	
1.4.2.2	ybbB	b0503	Z0657	ECs0564	
1.6.35.1	ybbC	b0498			
1.10.35.1	ybbD	b0500	Z0653	ECs0561	
1.10.39.1	ybbF	b0524	Z0679	ECs0586	
1.8.33.1	ybbI	b0487		ECs0545	
1.10.33.1	ybbJ	b0488	Z0641	ECs0551	
1.12.33.1	ybbK	b0489	Z0642	ECs0552	
1.2.49.1	ybbL	b0490	Z0643	ECs0553	
1.4.49.1	ybbM	b0491	Z0644	ECs0554	
1.6.49.1	ybbN	b0492	Z0645	ECs0555	
1.8.49.1	ybbO	b0493	Z0646	ECs0556	
1.2.35.1	ybbP	b0496	Z0649	ECs0559	
1.4.37.1	ybbQ	b0509	Z0663	ECs0570	
1.6.2.2	ybbS	b0504	Z0658	ECs0565	
1.8.2.2	ybbT	b0505	Z0659	ECs0566	
1.10.2.2	ybbU	b0506	Z0660	ECs0567	
1.6.37.1	ybbV	b0510	Z0664	ECs0571	
1.8.37.1	ybbW	b0511	Z0665	ECs0572	
1.10.37.1	ybbX	b0512	Z0666	ECs0573	
1.12.37.1	ybbY	b0513	Z0668	ECs0575	
1.2.4.2	ybbZ	b0514	Z0669	ECs0576	
1.10.12.2	ybcH	b0567	Z0697	ECs0599	
1.4.6.2	ybcI	b0527	Z0682	ECs0589	
1.6.6.2	ybcJ	b0528	Z0683	ECs0590	
1.12.8.2	ybcK	b0544	Z1871	ECs1615	
1.2.43.1	ybcL	b0545			
1.4.43.1	ybcM	b0546			
1.6.43.1	ybcN	b0547	Z1872	ECs1616	
1.10.43.1	ybcO	b0549		ECs1618	
1.2.10.2	ybcQ	b0551			
1.8.10.2	ybcR	b0554			
1.10.10.2	ybcS	b0555			
1.12.10.2	ybcT	b0556	Z1877	ECs1623	
1.2.45.1	ybcU	b0557	Z1878	ECs1625	
1.4.45.1	ybcV	b0558	Z1879	ECs1626	
1.6.45.1	ybcW	b0559	Z1880	ECs1627	
1.10.45.1	ybcX	b0561			
1.12.45.1	ybcY	b0562	Z1925	ECs1656	
1.4.47.1	ybcZ	b0570	Z0708	ECs0608	
1.12.1.2	ybdA	b0591	Z0733	ECs0630	
1.12.36.1	ybdB	b0597	Z0739	ECs0636	
1.2.14.2	ybdE	b0575	Z0714	ECs0613	
1.10.14.2	ybdF	b0579	Z0718	ECs0617	
1.6.14.2	ybdG	b0577	Z0716	ECs0615	
1.4.3.2	ybdH	b0599	Z0742	ECs0638	
1.12.14.2	ybdJ	b0580	Z0719	ECs0618	
1.4.34.1	ybdK	b0581	Z0720	ECs0619	
1.6.3.2	ybdL	b0600	Z0743	ECs0639	
1.8.3.2	ybdM	b0601	Z0744	ECs0640	
1.10.3.2	ybdN	b0602	Z0746	ECs0641	
1.12.3.2	ybdO	b0603	Z0747	ECs0642	
1.8.38.1	ybdQ	b0607	Z0751	ECs0646	
1.10.38.1	ybdR	b0608	Z0752	ECs0647	
1.6.5.2	ybdS	b0612	Z0756	ECs0651	
1.10.5.2	ybdU	b0614	Z0758	ECs0653	
1.6.9.2	ybeA	b0636	Z0782	ECs0674	
1.8.9.2	ybeB	b0637	Z0783	ECs0675	
1.12.7.2	ybeC	b0627	Z0772	ECs0665	
1.8.42.1	ybeD	b0631	Z0776	ECs0669	
1.4.42.1	ybeF	b0629	Z0774	ECs0667	
1.8.7.2	ybeH	b0625			
1.8.46.1	ybeJ	b0655	Z0805	ECs0694	
1.12.11.2	ybeK	b0651	Z0801	ECs0690	
1.8.44.1	ybeL	b0643	Z0790	ECs0681	
1.10.7.2	ybeM	b0626		ECs0664	
1.12.9.2	ybeN	b0639	Z0786	ECs0677	
1.10.44.1	ybeQ	b0644	Z0791	ECs0682	
1.12.44.1	ybeR	b0645	Z0794	ECs0683	
1.2.11.2	ybeS	b0646	Z0795	ECs0684	
1.4.11.2	ybeT	b0647	Z0796	ECs0685	
1.6.11.2	ybeU	b0648	Z0797	ECs0686	
1.8.11.2	ybeV	b0649			
1.10.11.2	ybeW	b0650	Z0800	ECs0689	
1.2.13.2	ybeX	b0658	Z0807	ECs0696	
1.4.13.2	ybeY	b0659	Z0808	ECs0697	
1.6.13.2	ybeZ	b0660	Z0809	ECs0698	
1.11.36.1	ybfA	b0699	Z0846	ECs0728	
1.5.3.2	ybfB	b0702	Z0849		
1.9.3.2	ybfC	b0704	Z0853	ECs0730	
1.1.38.1	ybfD	b0706			
1.7.34.1	ybfE	b0685	Z0834	ECs0716	
1.9.34.1	ybfF	b0686	Z0835	ECs0717	
1.5.1.2	ybfG	b0690			
1.7.1.2	ybfH	b0691			
1.11.3.2	ybfL	b0705			
1.10.15.2	ybfM	b0681	Z0829	ECs0712	
1.12.15.2	ybfN	b0682	Z0830	ECs0713	
1.3.1.2	ybfP	b0689			
1.3.38.1	ybgA	b0707	Z0858	ECs0732	
1.1.9.2	ybgC	b0736	Z0904	ECs0771	
1.3.40.1	ybgD	b0719			
1.2.1.9	ybgD		Z0872	ECs0744	
1.11.42.1	ybgE	b0735	Z0903	ECs0770	
1.1.44.1	ybgF	b0742	Z0910	ECs0777	
1.5.42.1	ybgG	b0732			
1.7.38.1	ybgH	b0709	Z0860	ECs0734	
1.9.38.1	ybgI	b0710	Z0861	ECs0735	
1.11.38.1	ybgJ	b0711	Z0862	ECs0736	
1.1.5.2	ybgK	b0712	Z0863	ECs0737	
1.3.5.2	ybgL	b0713	Z0864	ECs0738	
1.9.5.2	ybgO	b0716			
1.6.15.9	ybgO		Z0868	ECs0741	
1.11.5.2	ybgP	b0717			
1.8.15.9	ybgP		Z0869	ECs0742	
1.1.40.1	ybgQ	b0718			
1.12.15.9	ybgQ		Z0871	ECs0743	
1.7.44.1	ybgR	b0752	Z0922	ECs0780	
1.11.46.1	ybhA	b0766	Z0936	ECs0794	
1.1.48.1	ybhB	b0773	Z0992	ECs0851	
1.11.13.2	ybhC	b0772	Z0943	ECs0800	
1.3.13.2	ybhD	b0768	Z0939	ECs0796	
1.1.13.2	ybhE	b0767	Z0938	ECs0795	
1.9.32.2	ybhF	b0794	Z1014	ECs0872	
1.5.13.2	ybhH	b0769	Z0940	ECs0797	
1.7.13.2	ybhI	b0770	Z0941	ECs0798	
1.9.13.2	ybhJ	b0771	Z0942	ECs0799	
1.3.15.2	ybhK	b0780	Z0999	ECs0858	
1.5.16.2	ybhL	b0786	Z1005	ECs0864	
1.7.16.2	ybhM	b0787	Z1006	ECs0865	
1.9.16.2	ybhN	b0788	Z1007	ECs0866	
1.11.16.2	ybhO	b0789	Z1008	ECs0867	
1.1.32.2	ybhP	b0790	Z1009	ECs0868	
1.3.32.2	ybhQ	b0791	Z1010	ECs0869	
1.5.32.2	ybhR	b0792	Z1012	ECs0870	
1.7.32.2	ybhS	b0793	Z1013	ECs0871	
1.5.18.2	ybiA	b0798			
1.9.18.2	ybiB	b0800	Z1021	ECs0878	
1.11.18.2	ybiC	b0801	Z1022	ECs0879	
1.11.20.2	ybiF	b0813	Z1035	ECs0891	
1.1.18.2	ybiH	b0796	Z1016	ECs0874	
1.3.34.2	ybiI	b0803	Z1024	ECs0881	
1.1.34.2	ybiJ	b0802			
1.5.38.2	ybiK	b0828	Z1051	ECs0906	
1.9.34.2	ybiM	b0806	Z1027	ECs0884	
1.11.34.2	ybiN	b0807	Z1028	ECs0885	
1.1.20.2	ybiO	b0808	Z1030	ECs0886	
1.3.36.2	ybiP	b0815	Z1037	ECs0893	
1.9.36.2	ybiR	b0818	Z1040	ECs0895	
1.11.36.2	ybiS	b0819	Z1041	ECs0896	
1.1.22.2	ybiT	b0820	Z1042	ECs0897	
1.3.22.2	ybiU	b0821	Z1043	ECs0898	
1.7.22.2	ybiW	b0823	Z1045		
1.5.34.2	ybiX	b0804	Z1025	ECs0882	
1.9.22.2	ybiY	b0824	Z1047	ECs0902	
1.1.42.2	ybjC	b0850	Z1077	ECs0930	
1.5.46.2	ybjD	b0876	Z1110	ECs0962	
1.1.46.2	ybjE	b0874	Z1108	ECs0960	
1.7.28.2	ybjF	b0859	Z1086	ECs0939	
1.7.40.2	ybjG	b0841	Z1068	ECs0921	
1.11.40.2	ybjH	b0843	Z1070	ECs0923	
1.9.26.2	ybjM	b0848	Z1075	ECs0928	
1.7.42.2	ybjN	b0853	Z1080	ECs0933	
1.5.28.2	ybjO	b0858	Z1085	ECs0938	
1.7.44.2	ybjP	b0865	Z1095	ECs0948	
1.3.30.2	ybjT	b0869	Z1103	ECs0955	
1.5.30.2	ybjU	b0870	Z1104	ECs0956	
1.11.30.2	ybjW	b0873	Z1107	ECs0959	
1.7.46.2	ybjX	b0877	Z1112	ECs0963	
1.11.46.2	ybjZ	b0879	Z1116	ECs0965	
1.12.18.2	ycaC	b0897	Z1243	ECs0982	
1.2.34.2	ycaD	b0898	Z1244	ECs0983	
1.12.36.2	ycaH	b0915	Z1261	ECs0998	
1.8.36.2	ycaI	b0913	Z1259	ECs0996	
1.2.18.2	ycaJ	b0892	Z1238	ECs0977	
1.8.34.2	ycaK	b0901			
1.12.20.2	ycaL	b0909	Z1255	ECs0992	
1.6.34.2	ycaN	b0900			
1.4.20.2	ycaO	b0905	Z1251	ECs0988	
1.6.20.2	ycaP	b0906	Z1252	ECs0989	
1.2.22.2	ycaQ	b0916	Z1262	ECs0999	
1.4.22.2	ycaR	b0917	Z1263	ECs1000	
1.8.38.2	ycbB	b0925	Z1272	ECs1008	
1.10.22.2	ycbC	b0920	Z1267	ECs1003	
1.12.24.2	ycbE	b0933	Z1281	ECs1016	
1.10.26.2	ycbF	b0944	Z1293	ECs1028	
1.10.28.2	ycbG	b0956	Z1306	ECs1040	
1.10.38.2	ycbK	b0926	Z1273	ECs1009	
1.12.38.2	ycbL	b0927	Z1274	ECs1010	
1.2.40.2	ycbM	b0934	Z1282	ECs1017	
1.4.40.2	ycbN	b0935	Z1283	ECs1018	
1.6.40.2	ycbO	b0936	Z1284	ECs1019	
1.8.40.2	ycbP	b0937	Z1285	ECs1020	
1.10.40.2	ycbQ	b0938	Z1286	ECs1021	
1.12.40.2	ycbR	b0939	Z1287	ECs1022	
1.2.26.2	ycbS	b0940	Z1289	ECs1024	
1.2.42.2	ycbW	b0946	Z1295	ECs1030	
1.6.42.2	ycbY	b0948	Z1298	ECs1032	
1.2.46.2	yccA	b0970	Z1322	ECs1054	
1.12.17.2	yccC	b0981	Z1398	ECs1137	
1.12.35.2	yccD	b0999	Z1417	ECs1154	
1.4.21.2	yccE	b1001	Z1419	ECs1156	
1.8.44.2	yccF	b0961	Z1312	ECs1045	
1.8.21.2	yccJ	b1003	Z1422	ECs1159	
1.12.30.2	yccK	b0969	Z1321	ECs1053	
1.10.19.2	yccM	b0992	Z1409	ECs1147	
1.6.30.2	yccV	b0966	Z1318	ECs1050	
1.2.33.2	yccY	b0982	Z1399	ECs1138	
1.4.33.2	yccZ	b0983	Z1400	ECs1139	
1.4.39.2	ycdB	b1019	Z1521	ECs1265	
1.4.23.2	ycdC	b1013	Z1512	ECs1259	
1.12.21.2	ycdF	b1005			
1.2.37.2	ycdG	b1006	Z1505	ECs1252	
1.2.39.2	ycdO	b1018	Z1520	ECs1264	
1.8.39.2	ycdP	b1021	Z1523	ECs1267	
1.10.39.2	ycdQ	b1022	Z1524	ECs1268	
1.12.39.2	ycdR	b1023	Z1525	ECs1269	
1.2.25.2	ycdS	b1024	Z1526	ECs1270	
1.4.25.2	ycdT	b1025	Z1527	ECs1271	
1.12.25.2	ycdU	b1029	Z1558	ECs1298	
1.4.41.2	ycdV	b1031			
1.6.41.2	ycdW	b1033	Z1666	ECs1410	
1.8.41.2	ycdX	b1034	Z1667	ECs1411	
1.10.41.2	ycdY	b1035	Z1668	ECs1412	
1.12.41.2	ycdZ	b1036	Z1669	ECs1413	
1.2.45.2	yceA	b1055	Z1691	ECs1433	
1.6.31.2	yceB	b1063	Z1700	ECs1441	
1.5.19.2	yceC	b1086	Z1725	ECs1464	
1.9.19.2	yceD	b1088	Z1727	ECs1466	
1.10.29.2	yceE	b1053	Z1688	ECs1431	
1.7.19.2	yceF	b1087	Z1726	ECs1465	
1.3.21.2	yceG	b1097	Z1736	ECs1475	
1.2.47.2	yceH	b1067	Z1704	ECs1445	
1.4.45.2	yceI	b1056	Z1692	ECs1434	
1.4.29.2	yceK	b1050	Z1685	ECs1428	
1.10.31.2	yceL	b1065	Z1702	ECs1443	
1.8.45.2	yceO	b1058	Z1695	ECs1436	
1.12.45.2	yceP	b1060	Z1697	ECs1438	
1.1.31.2	ycfA	b1156			
1.3.27.2	ycfB	b1133	Z1862	ECs1605	
1.1.27.2	ycfC	b1132	Z1861	ECs1604	
1.5.41.2	ycfD	b1128	Z1833	ECs1573	
1.3.37.2	ycfF	b1103	Z1742	ECs1481	
1.9.21.2	ycfH	b1100	Z1739	ECs1478	
1.5.23.2	ycfJ	b1110	Z1749	ECs1488	
1.9.45.2	ycfK	b1154			
1.5.37.2	ycfL	b1104	Z1743	ECs1482	
1.7.37.2	ycfM	b1105	Z1744	ECs1483	
1.9.37.2	ycfN	b1106	Z1745	ECs1484	
1.11.37.2	ycfO	b1107	Z1746	ECs1485	
1.1.23.2	ycfP	b1108	Z1747	ECs1486	
1.7.23.2	ycfQ	b1111	Z1750	ECs1489	
1.9.23.2	ycfR	b1112	Z1751	ECs1490	
1.11.23.2	ycfS	b1113	Z1752	ECs1491	
1.3.39.2	ycfT	b1115	Z1756	ECs1493	
1.5.39.2	ycfU	b1116	Z1757	ECs1494	
1.7.39.2	ycfV	b1117	Z1758	ECs1495	
1.9.39.2	ycfW	b1118	Z1759	ECs1496	
1.11.39.2	ycfX	b1119	Z1760	ECs1497	
1.7.17.3	ycgB	b1188	Z1951	ECs1683	
1.3.19.3	ycgC	b1198	Z1969	ECs1703	
1.1.47.2	ycgE	b1162			
1.9.15.3	ycgJ	b1177	Z1939	ECs1671	
1.11.15.3	ycgK	b1178	Z1940	ECs1672	
1.1.1.3	ycgL	b1179	Z1941	ECs1674	
1.5.1.3	ycgN	b1181	Z1943	ECs1676	
1.7.3.3	ycgR	b1194	Z1959	ECs1691	
1.9.31.2	ycgW	b1160			
1.11.31.2	ycgX	b1161			
1.11.3.3	ycgY	b1196			
1.5.47.2	ycgZ	b1164			
1.11.21.3	ychA	b1214	Z1985	ECs1719	
1.11.5.3	ychB	b1208	Z1979	ECs1713	
1.3.11.3	ychE	b1242	Z2017	ECs1742	
1.1.5.3	ychF	b1203	Z1974	ECs1708	
1.9.25.3	ychG	b1239	Z5904	ECs5266	
1.5.5.3	ychH	b1205	Z1976	ECs1710	
1.9.9.3	ychJ	b1233	Z2009	ECs1735	
1.11.9.3	ychK	b1234	Z2010	ECs1736	
1.7.5.3	ychM	b1206	Z1977	ECs1711	
1.9.7.3	ychN	b1219	Z1994	ECs1724	
1.11.7.3	ychP	b1220	Z1995	ECs1725	
1.1.13.3	yciA	b1253	Z2031	ECs1753	
1.3.13.3	yciB	b1254	Z2032	ECs1754	
1.5.13.3	yciC	b1255	Z2033	ECs1755	
1.7.13.3	yciD	b1256	Z2034	ECs1756	
1.9.13.3	yciE	b1257	Z2555	ECs1829	
1.11.13.3	yciF	b1258	Z2554	ECs1830	
1.1.29.3	yciG	b1259	Z2553	ECs1831	
1.2.17.3	yciH	b1282	Z2524	ECs1855	
1.9.27.3	yciI	b1251	Z2029	ECs1751	
1.4.15.3	yciK	b1271	Z2539	ECs1843	
1.12.48.2	yciL	b1269	Z2541	ECs1841	
1.10.1.3	yciM	b1280	Z2526	ECs1853	
1.8.15.3	yciN	b1273	Z2537	ECs1845	
1.8.48.2	yciO	b1267	Z2543	ECs1839	
1.10.48.2	yciQ	b1268	Z2542	ECs1840	
1.8.17.3	yciR	b1285	Z2516	ECs1858	
1.8.1.3	yciS	b1279	Z2528	ECs1852	
1.6.48.2	yciV	b1266	Z2544	ECs1838	
1.12.17.3	yciW	b1287	Z2513	ECs1860	
1.12.19.3	ycjC	b1299	Z2489	ECs1876	
1.4.3.3	ycjD	b1289			
1.10.23.3	ycjF	b1322	Z2456	ECs1901	
1.4.9.3	ycjG	b1325	Z2450	ECs1904	
1.6.9.3	ycjI	b1326	Z2448	ECs1905	
1.6.19.3	ycjJ	b1296	Z2492	ECs1873	
1.10.19.3	ycjL	b1298	Z2490	ECs1875	
1.8.21.3	ycjM	b1309	Z2475	ECs1887	
1.12.21.3	ycjO	b1311	Z2472	ECs1890	
1.2.7.3	ycjP	b1312	Z2471	ECs1891	
1.4.7.3	ycjQ	b1313	Z2470	ECs1892	
1.8.7.3	ycjS	b1315	Z2468	ECs1894	
1.10.7.3	ycjT	b1316	Z2467	ECs1895	
1.12.7.3	ycjU	b1317	Z2465	ECs1896	
1.2.23.3	ycjV	b1318	Z2463	ECs1897	
1.6.23.3	ycjW	b1320	Z2461	ECs1899	
1.8.23.3	ycjX	b1321	Z2458	ECs1900	
1.10.9.3	ycjZ	b1328	Z2439	ECs1910	
1.8.25.3	ydaA	b1333	Z2435	ECs1914	
1.12.27.3	ydaC	b1347	Z2413	ECs1931	
1.10.13.3	ydaD	b1352	Z2406	ECs1936	
1.2.11.3	ydaH	b1336	Z2428	ECs1920	
1.6.11.3	ydaJ	b1338	Z2425	ECs1922	
1.8.11.3	ydaK	b1339	Z2423	ECs1923	
1.10.11.3	ydaL	b1340	Z2422	ECs1924	
1.6.27.3	ydaO	b1344	Z2416	ECs1928	
1.10.27.3	ydaQ	b1346	Z2414	ECs1930	
1.6.29.3	ydaR	b1356			
1.8.29.3	ydaS	b1357	Z1771	ECs1507	
1.10.29.3	ydaT	b1358			
1.12.29.3	ydaU	b1359	Z2397	ECs1944	
1.6.49.2	ydaW	b1361			
1.4.16.3	ydaY	b1366			
1.2.22.3	ydbA_1	b1401			
1.10.22.3	ydbA_2	b1405			
1.12.22.3	ydbC	b1406	Z2321	ECs2008	
1.2.8.3	ydbD	b1407	Z2320	ECs2009	
1.10.18.3	ydbH	b1381	Z2328	ECs2003	
1.4.18.3	ydbK	b1378	Z2332	ECs2000	
1.2.4.3	ydbL	b1383			
1.9.38.9	ydbL		Z2326	ECs2005	
1.12.4.3	ydbO	b1388			
1.4.20.3	ydbP	b1390			
1.10.20.3	ydbS	b1393			
1.2.6.3	ydbU	b1395			
1.2.10.3	ydcA	b1419	Z2302	ECs2024	
1.1.16.3	ydcC	b1460			
1.7.49.2	ydcD	b1457	Z0274	ECs0244	
1.3.16.3	ydcE	b1461	Z2252	ECs2064	
1.4.24.3	ydcF	b1414	Z2308	ECs2020	
1.12.10.3	ydcG	b1424	Z2294	ECs2029	
1.4.26.3	ydcH	b1426	Z2292	ECs2031	
1.8.12.3	ydcN	b1434	Z2285	ECs2037	
1.10.12.3	ydcP	b1435	Z2284	ECs2039	
1.1.22.3	yddA	b1496	Z2212	ECs2101	
1.11.6.3	yddB	b1495	Z2213	ECs2100	
1.9.16.3	yddE	b1464	Z2248	ECs2067	
1.3.18.3	yddG	b1473	Z2238	ECs2077	
1.11.18.3	yddM	b1477	Z2233	ECs2081	
1.5.12.3	ydeA	b1528	Z2173	ECs2135	
1.7.12.3	ydeB	b1529	Z2172	ECs2136	
1.3.28.3	ydeD	b1533			
1.5.28.3	ydeF	b1534	Z2166	ECs2141	
1.7.28.3	ydeH	b1535	Z2163	ECs2144	
1.9.28.3	ydeI	b1536	Z2162	ECs2145	
1.11.28.3	ydeJ	b1537	Z2161	ECs2146	
1.5.24.3	ydeK	b1510	Z2195	ECs2117	
1.7.24.3	ydeV	b1511	Z2194	ECs2118	
1.9.24.3	ydeW	b1512	Z2193	ECs2119	
1.1.10.3	ydeY	b1514	Z2191	ECs2121	
1.3.10.3	ydeZ	b1515	Z2190	ECs2122	
1.9.49.3	ydfA	b1571			
1.11.49.3	ydfB	b1572	Z1330		
1.1.35.3	ydfC	b1573	Z6076		
1.5.35.3	ydfD	b1576	Z2038	ECs1760	
1.7.35.3	ydfE	b1577	Z2037	ECs1759	
1.3.14.3	ydfG	b1539	Z2158	ECs2148	
1.5.14.3	ydfH	b1540	Z2157	ECs2149	
1.9.14.3	ydfI	b1542	Z2155	ECs2151	
1.1.30.3	ydfK	b1544			
1.5.30.3	ydfM	b1546			
1.11.30.3	ydfO	b1549			
1.9.41.3	ydgA	b1614	Z2617	ECs2320	
1.5.6.4	ydgB	b1606	Z2606	ECs2312	
1.7.6.4	ydgC	b1607	Z2608	ECs2313	
1.5.10.4	ydgO	b1630	Z2639	ECs2339	
1.9.10.4	ydgQ	b1632	Z2642	ECs2341	
1.1.45.3	ydgR	b1634	Z2646	ECs2343	
1.11.45.3	ydhA	b1639	Z2653	ECs2348	
1.6.33.3	ydhB	b1659	Z2682	ECs2368	
1.8.33.3	ydhC	b1660	Z2685	ECs2369	
1.8.47.3	ydhD	b1654	Z2676	ECs2363	
1.2.49.3	ydhE	b1663	Z2690	ECs2372	
1.10.47.3	ydhO	b1655	Z2677	ECs2364	
1.12.49.3	ydhU	b1670	Z2697	ECs2377	
1.6.6.4	ydiA	b1703	Z2732	ECs2410	
1.8.4.4	ydiB	b1692	Z2720	ECs2399	
1.4.37.3	ydiC	b1684	Z2712	ECs2391	
1.2.6.4	ydiD	b1701	Z2730	ECs2408	
1.10.6.4	ydiE	b1705	Z2734	ECs2412	
1.12.4.4	ydiF	b1694	Z2722	ECs2401	
1.10.37.3	ydiJ	b1687	Z2715	ECs2394	
1.6.39.3	ydiQ	b1697	Z2726	ECs2404	
1.8.39.3	ydiR	b1698	Z2727	ECs2405	
1.10.39.3	ydiS	b1699	Z2728	ECs2406	
1.12.39.3	ydiT	b1700	Z2729	ECs2407	
1.12.1.4	ydjA	b1765	Z2798	ECs2471	
1.6.36.3	ydjB	b1768	Z2802	ECs2475	
1.6.45.3	ydjC	b1733	Z2763	ECs2439	
1.8.36.3	ydjE	b1769	Z2803	ECs2476	
1.6.3.4	ydjJ	b1774	Z2812	ECs2483	
1.6.32.3	ydjS	b1744	Z2776	ECs2450	
1.6.48.3	ydjX	b1750	Z2782	ECs2456	
1.8.48.3	ydjY	b1751	Z2783	ECs2457	
1.10.48.3	ydjZ	b1752	Z2784	ECs2458	
1.2.38.3	yeaA	b1778	Z2817	ECs2487	
1.12.9.4	yeaB	b1813	Z2856	ECs2522	
1.6.38.3	yeaD	b1780	Z2820	ECs2489	
1.10.38.3	yeaF	b1782	Z2822	ECs2491	
1.12.38.3	yeaG	b1783	Z2823	ECs2492	
1.2.5.4	yeaH	b1784	Z2824	ECs2493	
1.4.5.4	yeaI	b1785	Z2825	ECs2494	
